Región,Año,Cultivo,rendimiento,siembras,cosecha,precio,produccion
San Martín,2022,Zarandaja,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Zarandaja,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Zarandaja,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Zarandaja,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Algodón rama,4151.063829787234,777.0,470.0,6.233008713480267,1951.0
Apurímac,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Arequipa,2022,Algodón rama,3690.4545454545455,2.0,220.0,4.7911442295849245,811.9
Ayacucho,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Cajamarca,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Callao,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Huancavelica,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Huánuco,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Ica,2022,Algodón rama,2875.7834074565226,3452.6,5670.74,6.595327247909285,16307.82
Junín,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
La Libertad,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Lambayeque,2022,Algodón rama,3065.683646112601,373.0,1119.0,7.441902055094009,3430.5
Lima,2022,Algodón rama,3436.153846153846,216.85,728.0,4.473003613802808,2501.52
Lima Metropolitana,2022,Algodón rama,3010.0,3.0,3.0,3.5,9.03
Loreto,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Piura,2022,Algodón rama,4322.526737967914,790.0,2992.0,6.196147065646021,12933.0
Puno,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Algodón rama,1265.358361774744,17.0,586.0,2.956979096426163,741.5
Tacna,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Algodón rama,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Algodón rama,1505.351694915254,368.0,236.0,2.0242582255962485,355.263
Amazonas,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Apurímac,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Arequipa,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Ayacucho,2022,Frijol de palo,1476.923076923077,8.0,65.0,2.9322916666666665,96.0
Cajamarca,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Callao,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Frijol de palo,4361.805945036455,8.0,1783.0,2.292519062375435,7777.1
Huancavelica,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Huánuco,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Ica,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Junín,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
La Libertad,2022,Frijol de palo,1372.848484848485,101.0,82.5,2.457310612749426,113.26
Lambayeque,2022,Frijol de palo,1323.4866828087168,393.0,413.0,3.058708379070618,546.6
Lima,2022,Frijol de palo,3000.0,20.0,10.0,1.0,30.0
Lima Metropolitana,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Piura,2022,Frijol de palo,6388.88888888889,172.0,108.0,1.3859420289855071,690.0
Puno,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Frijol de palo,1729.118852459016,299.0,244.0,1.1521208565909389,421.905
Amazonas,2022,Rocoto,5204.6526655896605,25.0,154.75,1.7062414640808523,805.42
Áncash,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Apurímac,2022,Rocoto,3625.0,4.7,8.0,1.382758620689655,29.0
Arequipa,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Ayacucho,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Cajamarca,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Callao,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Rocoto,4825.153374233129,15.0,326.0,3.769866497139224,1573.0
Huancavelica,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Huánuco,2022,Rocoto,8244.311377245509,59.0,208.75,2.025300406740268,1721.0
Ica,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Junín,2022,Rocoto,11251.393775372126,82.0,369.5,1.5727905007709164,4157.39
La Libertad,2022,Rocoto,8210.992907801421,23.4,28.2,3.411293457136687,231.55000000000004
Lambayeque,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Lima,2022,Rocoto,8000.0,0.0,2.7,2.1,21.6
Lima Metropolitana,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Rocoto,19514.00638718964,872.0,2223.2,3.315675235715556,43383.539
Piura,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Puno,2022,Rocoto,6428.424657534246,0.0,292.0,2.85639550370252,1877.1
San Martín,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Rocoto,16041.666666666668,0.0,24.0,4.333896103896104,385.0
Tumbes,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Rocoto,0.0,0.0,0.0,0.0,0.0
Amazonas,2022,Avena forrajera,0.0,0.0,0.0,1.1945549737867134,0.0
Áncash,2022,Avena forrajera,0.0,0.0,0.0,1.337821986930267,0.0
Apurímac,2022,Avena forrajera,12407.77690494894,634.0,636.5,0.0,636.5
Arequipa,2022,Avena forrajera,15000.416666666668,547.0,540.0,1.4009828568037832,540.0
Ayacucho,2022,Avena forrajera,22935.38497818653,8516.0,8481.0,1.8,8481.0
Cajamarca,2022,Avena forrajera,15420.840080971662,983.0,988.0,1.2650009361126788,988.0
Callao,2022,Avena forrajera,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Avena forrajera,15875.853627109907,15541.0,15522.0,1.0537376586741891,15522.0
Huancavelica,2022,Avena forrajera,18181.74976481656,1063.0,1063.0,0.0,1063.0
Huánuco,2022,Avena forrajera,16190.325138778746,1261.0,1261.0,1.2334198693929983,1261.0
Ica,2022,Avena forrajera,0.0,0.0,0.0,0.0,0.0
Junín,2022,Avena forrajera,19817.59331674369,5607.0,5626.0,1.7829882375814134,5626.0
La Libertad,2022,Avena forrajera,13280.656013456686,1189.0,1189.0,1.4049374993736845,1189.0
Lambayeque,2022,Avena forrajera,0.0,0.0,0.0,1.4187741537754304,0.0
Lima,2022,Avena forrajera,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Avena forrajera,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Avena forrajera,0.0,0.0,0.0,0.6535167895774153,0.0
Madre de Dios,2022,Avena forrajera,0.0,0.0,0.0,1.6488018402891886,0.0
Moquegua,2022,Avena forrajera,10717.57142857143,29.0,35.0,0.0,35.0
Pasco,2022,Avena forrajera,15131.942857142858,175.0,175.0,1.8474667701466732,175.0
Piura,2022,Avena forrajera,0.0,0.0,0.0,1.4828960997546043,0.0
Puno,2022,Avena forrajera,37655.22953864816,79379.0,79137.0,1.7488135593220338,79137.0
San Martín,2022,Avena forrajera,0.0,0.0,0.0,1.1626389411810918,0.0
Tacna,2022,Avena forrajera,6000.0,2.0,2.0,0.0,2.0
Tumbes,2022,Avena forrajera,0.0,0.0,0.0,1.5018151188021027,0.0
Ucayali,2022,Avena forrajera,0.0,0.0,0.0,1.0126852474885095,0.0
Amazonas,2022,Cebada forrajera,0.0,0.0,0.0,1.1945549737867134,0.0
Áncash,2022,Cebada forrajera,0.0,0.0,0.0,1.337821986930267,0.0
Apurímac,2022,Cebada forrajera,11293.969849246232,789.0,796.0,0.0,796.0
Arequipa,2022,Cebada forrajera,13921.064952638704,734.0,739.0,1.4009828568037832,739.0
Ayacucho,2022,Cebada forrajera,11750.0,4.0,4.0,1.8,4.0
Cajamarca,2022,Cebada forrajera,0.0,0.0,0.0,1.2650009361126788,0.0
Callao,2022,Cebada forrajera,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Cebada forrajera,18654.19265419265,1470.0,1443.0,1.0537376586741891,1443.0
Huancavelica,2022,Cebada forrajera,11904.761904761905,22.0,21.0,0.0,21.0
Huánuco,2022,Cebada forrajera,0.0,0.0,0.0,1.2334198693929983,0.0
Ica,2022,Cebada forrajera,0.0,0.0,0.0,0.0,0.0
Junín,2022,Cebada forrajera,20137.2,947.0,1000.0,1.7829882375814134,1000.0
La Libertad,2022,Cebada forrajera,12577.777777777776,90.0,90.0,1.4049374993736845,90.0
Lambayeque,2022,Cebada forrajera,0.0,0.0,0.0,1.4187741537754304,0.0
Lima,2022,Cebada forrajera,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2022,Cebada forrajera,0.0,0.0,0.0,0.0,0.0
Loreto,2022,Cebada forrajera,0.0,0.0,0.0,0.6535167895774153,0.0
Madre de Dios,2022,Cebada forrajera,0.0,0.0,0.0,1.6488018402891886,0.0
Moquegua,2022,Cebada forrajera,0.0,0.0,0.0,0.0,0.0
Pasco,2022,Cebada forrajera,9812.5,16.0,16.0,1.8474667701466732,16.0
Piura,2022,Cebada forrajera,0.0,0.0,0.0,1.4828960997546043,0.0
Puno,2022,Cebada forrajera,26038.20186941026,14927.0,14871.0,1.7488135593220338,14871.0
San Martín,2022,Cebada forrajera,0.0,0.0,0.0,1.1626389411810918,0.0
Tacna,2022,Cebada forrajera,0.0,0.0,0.0,0.0,0.0
Tumbes,2022,Cebada forrajera,0.0,0.0,0.0,1.5018151188021027,0.0
Ucayali,2022,Cebada forrajera,0.0,0.0,0.0,1.0126852474885095,0.0
Amazonas,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Áncash,2022,Maíz chala,20796.068796068797,789.0,814.0,0.635335538752363,814.0
Apurímac,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Arequipa,2022,Maíz chala,55315.090106348696,15498.6,15515.0,0.181812207716493,15515.0
Ayacucho,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Cajamarca,2022,Maíz chala,7382.352941176471,340.0,340.0,1.027430278884462,340.0
Callao,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Cusco,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Huancavelica,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Huánuco,2022,Maíz chala,21757.37704918033,383.5,381.25,0.235376130198915,381.25
Ica,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Junín,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
La Libertad,2022,Maíz chala,51261.05686387134,3378.5,3482.0,0.1766824657825884,3482.0
Lambayeque,2022,Maíz chala,31425.79505300353,1723.0,1698.0,0.278319746631435,1698.0
Lima,2022,Maíz chala,50896.73254675495,11383.7,12052.2,0.1670980992394088,12052.2
Lima Metropolitana,2022,Maíz chala,30344.14245548266,1082.0,1067.0,0.1431743078462622,1067.0
Loreto,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Moquegua,2022,Maíz chala,67658.33333333333,114.0,120.0,0.0545128710432319,120.0
Pasco,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Piura,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Puno,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
San Martín,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Tacna,2022,Maíz chala,43726.402188782486,2309.0,2193.0,0.4833041338172109,2193.0
Tumbes,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Ucayali,2022,Maíz chala,0.0,0.0,0.0,0.0,0.0
Amazonas,2019,Acelga,5011.333333333333,1.5,1.5,0.7924916855128377,7.516999999999999
Áncash,2019,Acelga,8553.191489361701,43.0,47.0,1.13818407960199,402.0
Apurímac,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Arequipa,2019,Acelga,17213.4358974359,121.0,117.0,1.480171720361554,2013.972
Ayacucho,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Cajamarca,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Callao,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Huancavelica,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Huánuco,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Ica,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Junín,2019,Acelga,19918.51851851852,56.0,54.0,1.5877835626626997,1075.6
La Libertad,2019,Acelga,26500.0,20.0,22.0,2.1073927958833623,583.0
Lambayeque,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Lima,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2019,Acelga,15726.753246753247,232.0,231.0,0.8475021195305102,3632.88
Loreto,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Moquegua,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Pasco,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Piura,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Puno,2019,Acelga,0.0,0.0,0.0,0.0,0.0
San Martín,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Tacna,2019,Acelga,12000.0,0.0,1.0,1.3999999999999997,12.0
Tumbes,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Ucayali,2019,Acelga,0.0,0.0,0.0,0.0,0.0
Amazonas,2019,Ají,6809.620253164558,50.0,39.5,0.9584857610231242,268.98
Áncash,2019,Ají,5057.142857142857,119.0,119.0,1.2723496178132272,601.8
Apurímac,2019,Ají,3590.909090909091,21.0,22.0,3.259493670886076,79.0
Arequipa,2019,Ají,5012.797323135756,523.0,523.0,6.958899459242558,2621.693
Ayacucho,2019,Ají,3115.3846153846152,30.0,26.0,1.6444444444444444,81.0
Cajamarca,2019,Ají,0.0,0.0,0.0,0.0,0.0
Callao,2019,Ají,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Ají,0.0,0.0,0.0,0.0,0.0
Huancavelica,2019,Ají,0.0,0.0,0.0,0.0,0.0
Huánuco,2019,Ají,4625.994694960213,94.25,94.25,1.0206330275229358,436.0
Ica,2019,Ají,20226.04233483002,161.9,155.9,1.017043422004034,3153.24
Junín,2019,Ají,6581.547619047618,151.0,168.0,1.8579858912905856,1105.6999999999998
La Libertad,2019,Ají,24477.15827338129,274.5,278.0,1.6349657219695355,6804.65
Lambayeque,2019,Ají,8500.0,16.0,10.0,2.025176470588235,85.0
Lima,2019,Ají,9701.11727837299,682.0,697.23,1.6255840187110713,6763.91
Lima Metropolitana,2019,Ají,17754.09836065574,433.0,427.0,1.2845017807677086,7581.000000000001
Loreto,2019,Ají,1728.310502283105,457.0,438.0,0.3201849405548217,757.0
Madre de Dios,2019,Ají,0.0,0.0,0.0,0.0,0.0
Moquegua,2019,Ají,0.0,0.0,0.0,0.0,0.0
Pasco,2019,Ají,13160.410958904113,279.0,292.0,2.086832394791352,3842.8400000000006
Piura,2019,Ají,0.0,0.0,0.0,0.0,0.0
Puno,2019,Ají,0.0,0.0,0.0,0.0,0.0
San Martín,2019,Ají,700.0,4.0,4.0,2.4,2.8
Tacna,2019,Ají,10314.18918918919,986.0,888.0,2.960224915383776,9159.0
Tumbes,2019,Ají,8120.000000000001,1.59,1.5,1.2651888341543511,12.18
Ucayali,2019,Ají,2297.857142857143,15.0,14.0,1.7876530929437364,32.17
Amazonas,2019,Ajo ,5800.0,3.5,1.5,2.5333333333333337,8.7
Áncash,2019,Ajo ,5500.0,57.0,58.0,4.133542319749216,319.0
Apurímac,2019,Ajo ,6126.760563380282,95.5,71.0,3.4379310344827587,435.0
Arequipa,2019,Ajo ,14467.849196223528,3941.0,3919.0,2.861151993207136,56699.501
Ayacucho,2019,Ajo ,4713.114754098361,371.0,366.0,3.761953623188406,1725.0
Cajamarca,2019,Ajo ,6003.879115922417,1084.5,1108.5,6.134131684522109,6655.3
Callao,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Huancavelica,2019,Ajo ,5385.3,100.0,100.0,3.848483835626614,538.53
Huánuco,2019,Ajo ,5090.909090909091,29.5,27.5,2.437814285714285,140.0
Ica,2019,Ajo ,9950.0,5.0,4.0,3.8,39.8
Junín,2019,Ajo ,8660.941828254845,363.0,361.0,3.139637305699482,3126.5999999999995
La Libertad,2019,Ajo ,8725.49019607843,204.0,204.0,5.138202247191012,1779.9999999999998
Lambayeque,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Lima,2019,Ajo ,7311.705658814808,1280.22,1497.31,3.0888900052886914,10947.89
Lima Metropolitana,2019,Ajo ,6258.823529411765,17.0,17.0,1.9297932330827068,106.4
Loreto,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Moquegua,2019,Ajo ,6651.666666666667,9.0,6.0,3.0102731145076422,39.91
Pasco,2019,Ajo ,916.6666666666666,6.0,6.0,1.8427272727272728,5.5
Piura,2019,Ajo ,2244.4444444444443,90.0,90.0,6.356435643564357,202.0
Puno,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
San Martín,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Tacna,2019,Ajo ,10571.42857142857,21.0,21.0,3.761261261261261,222.0
Tumbes,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Ucayali,2019,Ajo ,0.0,0.0,0.0,0.0,0.0
Amazonas,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Áncash,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Apurímac,2019,Albahaca,4280.0,23.5,25.0,2.985981308411215,107.0
Arequipa,2019,Albahaca,66419.68750000001,9.0,32.0,1.201771218059404,2125.4300000000003
Ayacucho,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Cajamarca,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Callao,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Huancavelica,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Huánuco,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Ica,2019,Albahaca,5869.393939393939,66.0,66.0,0.8966828437193453,387.38
Junín,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
La Libertad,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Lambayeque,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Lima,2019,Albahaca,7000.0,0.0,1.0,0.5,7.0
Lima Metropolitana,2019,Albahaca,11635.749379652609,392.0,403.0,0.8577917652174449,4689.207
Loreto,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Moquegua,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Pasco,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Piura,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Puno,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
San Martín,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Tacna,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Tumbes,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Ucayali,2019,Albahaca,0.0,0.0,0.0,0.0,0.0
Amazonas,2019,Apio,0.0,0.0,0.0,0.0,0.0
Áncash,2019,Apio,7956.521739130435,60.0,69.0,1.1759562841530056,549.0
Apurímac,2019,Apio,0.0,0.0,0.0,0.0,0.0
Arequipa,2019,Apio,22344.67041198502,258.0,267.0,1.0563616289366444,5966.027
Ayacucho,2019,Apio,14296.875,57.0,64.0,0.7167213114754097,915.0
Cajamarca,2019,Apio,0.0,0.0,0.0,0.0,0.0
Callao,2019,Apio,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Apio,0.0,0.0,0.0,0.0,0.0
Huancavelica,2019,Apio,0.0,0.0,0.0,0.0,0.0
Huánuco,2019,Apio,11342.465753424656,18.75,18.25,1.1671690821256038,207.0
Ica,2019,Apio,6130.526315789474,18.0,19.0,0.8789775068681318,116.48000000000002
Junín,2019,Apio,17137.894736842103,91.0,95.0,0.8975922854861494,1628.1
La Libertad,2019,Apio,26712.65432098765,159.5,162.0,1.9398525690649235,4327.45
Lambayeque,2019,Apio,0.0,0.0,0.0,0.0,0.0
Lima,2019,Apio,10814.114832535886,419.0,418.0,0.564486206667699,4520.3
Lima Metropolitana,2019,Apio,25293.41164658634,502.0,498.0,0.752732332871736,12596.119
Loreto,2019,Apio,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2019,Apio,0.0,0.0,0.0,0.0,0.0
Moquegua,2019,Apio,0.0,0.0,0.0,0.0,0.0
Pasco,2019,Apio,0.0,0.0,0.0,0.0,0.0
Piura,2019,Apio,0.0,0.0,0.0,0.0,0.0
Puno,2019,Apio,0.0,0.0,0.0,0.0,0.0
San Martín,2019,Apio,0.0,0.0,0.0,0.0,0.0
Tacna,2019,Apio,18978.49462365591,98.0,93.0,0.9474220963172804,1765.0
Tumbes,2019,Apio,0.0,0.0,0.0,0.0,0.0
Ucayali,2019,Apio,0.0,0.0,0.0,0.0,0.0
Amazonas,2019,Arracacha,9277.501950585174,800.0,769.0,1.1944747202952906,7134.398999999999
Áncash,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Apurímac,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Arequipa,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Ayacucho,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Cajamarca,2019,Arracacha,5889.542702116116,2573.0,2303.75,1.1116572157764344,13568.034
Callao,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Arracacha,0.0,12.0,0.0,0.0,0.0
Huancavelica,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Huánuco,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Ica,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Junín,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
La Libertad,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Lambayeque,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Lima,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Lima Metropolitana,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Loreto,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Moquegua,2019,Arracacha,6532.4285714285725,7.0,7.0,3.4728278697487256,45.727
Pasco,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Piura,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Puno,2019,Arracacha,10559.722222222224,72.0,72.0,0.6750756280415625,760.3
San Martín,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Tacna,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Tumbes,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Ucayali,2019,Arracacha,0.0,0.0,0.0,0.0,0.0
Amazonas,2019,Arveja grano seco,923.4328358208955,66.0,67.0,3.4319379343785363,61.87
Áncash,2019,Arveja grano seco,1004.8309178743962,1449.0,1449.0,2.653090659340659,1456.0
Apurímac,2019,Arveja grano seco,2102.498121712998,1386.0,1331.0,2.238579736816245,2798.425
Arequipa,2019,Arveja grano seco,1440.0,5.0,5.0,2.3125,7.2
Ayacucho,2019,Arveja grano seco,1336.248561565017,5045.0,4345.0,2.430761281433001,5806.0
Cajamarca,2019,Arveja grano seco,896.5711081920995,15776.5,15606.5,2.922361024466463,13992.337
Callao,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Arveja grano seco,1510.443490701001,2087.0,2097.0,2.318425522510577,3167.4
Huancavelica,2019,Arveja grano seco,1628.1203007518802,3263.0,3325.0,1.7435753024845295,5413.500000000002
Huánuco,2019,Arveja grano seco,1109.6394407652683,1019.25,1019.25,3.2057161803713536,1131.0
Ica,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Junín,2019,Arveja grano seco,1778.83064516129,777.0,744.0,2.8844980921077488,1323.4499999999998
La Libertad,2019,Arveja grano seco,1165.967059361775,8743.0,8743.0,2.724881671170928,10194.05
Lambayeque,2019,Arveja grano seco,768.0,531.0,400.0,3.3256510416666667,307.2
Lima,2019,Arveja grano seco,900.0,3.0,3.0,3.5,2.7
Lima Metropolitana,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Loreto,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Madre de Dios,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Moquegua,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Pasco,2019,Arveja grano seco,1029.1525423728813,59.0,59.0,2.4748188405797094,60.72
Piura,2019,Arveja grano seco,784.2615012106537,4454.0,4130.0,2.6739734485952456,3239.0
Puno,2019,Arveja grano seco,1127.2297297297298,1036.0,1036.0,2.0504029765115903,1167.8100000000002
San Martín,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Tacna,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Tumbes,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Ucayali,2019,Arveja grano seco,0.0,0.0,0.0,0.0,0.0
Amazonas,2019,Arveja grano verde,2439.4952132288945,607.5,574.5,3.573948440588231,1401.4899999999998
Áncash,2019,Arveja grano verde,3569.736842105264,651.0,532.0,1.486218735190353,1899.1
Apurímac,2019,Arveja grano verde,3794.1078531125695,1134.1,1081.1,1.6244304343692175,4101.81
Arequipa,2019,Arveja grano verde,10175.51446718419,1424.0,1417.0,1.7680755850179048,14418.703999999998
Ayacucho,2019,Arveja grano verde,2918.2072829131653,1913.0,1785.0,1.6171683624496065,5209.0
Cajamarca,2019,Arveja grano verde,1717.2191359580586,9906.5,9918.5,1.6598845565685494,17032.238000000005
Callao,2019,Arveja grano verde,0.0,0.0,0.0,0.0,0.0
Cusco,2019,Arveja grano verde,4637.209302325582,670.0,731.0,1.9305534249808245,3389.8
Huancavelica,2019,Arveja grano verde,3802.0536347517727,6850.0,6768.0,1.7722278926573958,25732.299
Huánuco,2019,Arveja grano verde,6208.24896088671,2466.0,2345.75,1.650948087619309,14563.0
Ica,2019,Arveja grano verde,4199.333333333335,63.0,63.0,2.22873358582995,264.55800000000005
Junín,2019,Arveja grano verde,6284.0708744710855,4470.0,4310.72,1.5588458950114945,27088.87
